Descriptor ID,Fitness,Algorithm,Dimen,R2,R2_Valid,R2_Test,RMSE,MAE,Prediction
"[41, 177, 289, 377, 389, 418, 426, 446, 456, 485, 506, 511, 538, 562]",3.4941,GA with SVR,14,0.3643,0.3022,0.3241,1.43,1.1129,0.5493
"[53, 117, 193, 221, 285, 294, 310, 377, 426, 537]",2.7239,GA with SVR,10,0.2586,0.3216,0.2658,1.4905,1.2334,0.4648
"[68, 213, 267, 276, 295, 328, 392, 472, 474, 498, 541]",2.8727,GA with SVR,11,0.3497,0.3129,0.4321,1.3109,1.0033,0.6338
"[1, 71, 130, 152, 169, 234, 301, 347, 370, 375, 378, 392, 420, 445, 455, 509, 528, 816]",4.3999,GA with SVR,18,0.276,0.2985,0.2826,1.4733,1.1963,0.4648
"[30, 156, 219, 278, 337, 343, 396, 397, 407, 410, 417, 430, 461, 474, 518, 521, 551, 694, 696, 698, 839]",4.9209,GA with SVR,21,0.354,0.425,0.2839,1.472,1.1347,0.5352
"[176, 186, 195, 211, 247, 250, 253, 336, 418, 429, 472, 473, 485, 510, 526, 681]",4.0036,GA with SVR,16,0.2576,0.2672,0.1931,1.5625,1.2655,0.493
"[47, 66, 143, 165, 227, 243, 305, 334, 481, 493, 557]",3.1497,GA with SVR,11,0.0663,0.058,0.0202,1.7218,1.3541,0.4507
"[36, 82, 93, 135, 182, 304, 404, 411, 485, 529, 568, 676, 680]",3.3743,GA with SVR,13,0.2603,0.2594,0.2029,1.553,1.2182,0.5211
"[55, 117, 132, 200, 235, 248, 249, 272, 305, 326, 367, 381, 416, 700]",3.5706,GA with SVR,14,0.2577,0.2988,0.2794,1.4766,1.2553,0.3944
"[48, 136, 148, 211, 224, 233, 247, 272, 279, 284, 301, 308, 329, 390, 413, 441, 482, 530, 939]",4.7832,GA with SVR,19,0.1524,0.0748,0.1071,1.6437,1.4096,0.4085
"[123, 182, 195, 209, 225, 325, 328, 343, 387, 393, 413]",2.9809,GA with SVR,11,0.1885,0.3191,0.1675,1.5871,1.2764,0.4648
"[36, 137, 144, 151, 217, 280, 311, 319, 329, 513, 541]",3.145,GA with SVR,11,0.0752,0.0562,0.0822,1.6664,1.4077,0.4085
"[52, 53, 117, 136, 161, 193, 221, 261, 285, 294, 310, 363, 377, 426, 430, 484, 510, 517, 537, 908]",4.8919,GA with SVR,20,0.2161,0.2324,0.2389,1.5175,1.2202,0.4507
"[30, 86, 96, 163, 168, 213, 225, 238, 267, 272, 344, 349, 399, 477, 501, 506, 521, 543, 549, 567, 908]",5.203,GA with SVR,21,0.1827,0.0424,0.1501,1.6036,1.3293,0.4648
"[53, 84, 109, 117, 193, 221, 285, 294, 310, 377, 399, 426, 477, 501, 506, 521, 543, 549, 908]",4.8348,GA with SVR,19,0.083,0.0536,0.0806,1.6679,1.3638,0.4085
"[40, 53, 73, 91, 117, 193, 217, 221, 285, 294, 310, 321, 377, 399, 477, 501, 506, 521, 543, 549, 703, 908]",5.482,GA with SVR,22,0.0752,0.0515,0.0719,1.6757,1.3807,0.4366
"[106, 130, 171, 203, 240, 270, 356, 358, 372, 421, 442, 452, 507, 508, 574, 677, 839]",4.1427,GA with SVR,17,0.3099,0.3519,0.329,1.4248,1.1862,0.4789
"[48, 52, 59, 77, 79, 80, 152, 216, 270, 275, 289, 391, 417, 419, 446, 456, 501, 680, 816, 880, 929]",5.0668,GA with SVR,21,0.2649,0.242,0.2867,1.4691,1.1589,0.507
"[61, 69, 148, 156, 178, 223, 253, 286, 318, 359, 382, 389, 816, 865]",3.5766,GA with SVR,14,0.2647,0.271,0.2639,1.4924,1.2035,0.5352
"[45, 65, 87, 161, 170, 306, 325, 331, 380, 441, 481, 906]",3.19,GA with SVR,12,0.1886,0.3195,0.1675,1.5871,1.2763,0.4648
"[269, 298, 307, 341, 394, 480, 491, 497, 519, 694]",2.9779,GA with SVR,10,0.0445,-0.0198,0.0117,1.7292,1.4303,0.4225
"[67, 84, 161, 177, 178, 314, 352, 384, 473, 504, 542, 568, 819]",3.5734,GA with SVR,13,0.0697,0.0455,0.0654,1.6816,1.3784,0.4085
"[123, 187, 290, 327, 348, 351, 355, 411, 422, 423, 466, 472, 530, 677, 821, 826]",4.0085,GA with SVR,16,0.2839,0.2099,0.2298,1.5266,1.2524,0.4789
"[30, 74, 162, 180, 222, 321, 501, 548, 570]",2.6096,GA with SVR,9,0.1764,0.2111,0.1702,1.5845,1.3014,0.4507
"[186, 188, 216, 227, 232, 263, 301, 468, 490, 518, 541, 571, 690, 821]",3.6742,GA with SVR,14,0.1428,0.2269,0.1555,1.5985,1.3155,0.4789
"[40, 49, 176, 269, 316, 352, 355, 389, 393, 446, 455, 546, 547, 566, 676]",3.9474,GA with SVR,15,0.1325,0.0741,0.058,1.6883,1.4005,0.4225
"[20, 115, 139, 145, 162, 176, 190, 210, 283, 311, 317, 434, 510, 545, 573, 703]",4.1786,GA with SVR,16,0.1108,0.0574,0.1214,1.6305,1.3566,0.4085
"[2, 16, 17, 38, 51, 75, 147, 202, 236, 251, 284, 304, 321, 400, 425, 503, 504, 526, 908, 930]",4.954,GA with SVR,20,0.1814,0.1355,0.1577,1.5964,1.3071,0.4225
"[34, 46, 129, 146, 153, 226, 227, 252, 271, 275, 326, 362, 412, 421, 471]",3.9913,GA with SVR,15,0.062,0.0727,0.062,1.6847,1.4222,0.3944
"[94, 156, 302, 341, 408, 451, 508, 539, 866]",2.5811,GA with SVR,9,0.2117,0.2273,0.1349,1.6179,1.2982,0.4789
"[6, 55, 94, 132, 133, 141, 204, 285, 311, 313, 397, 471, 475, 510, 527, 702, 928]",4.3029,GA with SVR,17,0.2018,0.1376,0.1674,1.5872,1.2419,0.493
"[20, 59, 132, 209, 243, 298, 347, 387, 516]",2.4613,GA with SVR,9,0.3279,0.3376,0.239,1.5175,1.2106,0.507
"[41, 61, 97, 133, 166, 228, 280, 281, 321, 327, 347, 466, 481, 530, 531, 540, 676, 699, 703]",4.6153,GA with SVR,19,0.2776,0.286,0.3016,1.4537,1.1235,0.4789
"[46, 130, 179, 185, 203, 239, 323, 351, 399, 426, 470, 499, 511, 536, 541, 545, 699]",4.3604,GA with SVR,17,0.1421,0.0865,0.1671,1.5875,1.2367,0.4366
"[49, 127, 147, 312, 318, 376, 406, 478, 867, 868]",2.7654,GA with SVR,10,0.2737,0.1831,0.2622,1.4941,1.1384,0.5352
"[75, 93, 118, 152, 186, 402, 409, 438, 442, 467]",2.8871,GA with SVR,10,0.1346,0.0905,0.0849,1.664,1.3725,0.3944
"[42, 47, 52, 59, 61, 118, 147, 165, 176, 181, 193, 294, 344, 477, 554, 568, 651, 867]",4.4956,GA with SVR,18,0.2024,0.1857,0.2157,1.5405,1.192,0.4789
"[127, 128, 145, 163, 223, 341, 420, 445, 472, 480, 870, 928]",3.2025,GA with SVR,12,0.2329,0.2076,0.1375,1.6154,1.303,0.4648
"[4, 113, 120, 147, 155, 160, 206, 398, 404, 458, 561, 702]",3.2468,GA with SVR,12,0.1908,0.1614,0.1859,1.5694,1.2049,0.493
"[43, 58, 59, 65, 150, 163, 183, 184, 239, 255, 367, 528, 535]",3.5312,GA with SVR,13,0.1193,0.0801,0.0619,1.6848,1.4008,0.4225
"[115, 123, 174, 233, 271, 368, 383, 456, 503, 511, 513]",3.1572,GA with SVR,11,0.057,0.0524,0.0869,1.6622,1.3784,0.4366
"[64, 156, 229, 277, 311, 315, 319, 330, 361, 391, 473, 490, 529, 870, 907]",4.0148,GA with SVR,15,0.0465,0.032,0.0542,1.6916,1.4274,0.4085
"[42, 50, 95, 103, 117, 169, 246, 251, 269, 279, 317, 323, 329, 359, 365, 368, 419, 424, 465, 536, 555]",5.1315,GA with SVR,21,0.2073,0.1811,0.1995,1.5563,1.2375,0.493
"[182, 205, 223, 292, 316, 359, 365, 386, 479, 548, 555]",2.9239,GA with SVR,11,0.2441,0.3707,0.3065,1.4485,1.1742,0.4648
"[67, 103, 113, 114, 132, 187, 202, 218, 317, 321, 383, 427, 431, 466, 470, 530]",4.0761,GA with SVR,16,0.1915,0.1952,0.1412,1.612,1.3385,0.4225
"[67, 175, 210, 213, 293, 300, 395, 409, 437, 450, 816, 940]",3.2251,GA with SVR,12,0.1962,0.2114,0.2068,1.5492,1.2902,0.4648
"[44, 74, 101, 120, 162, 198, 211, 229, 284, 307, 318, 379, 398, 418, 419, 518, 520, 547, 574]",4.5903,GA with SVR,19,0.2809,0.3396,0.2863,1.4695,1.1916,0.493
"[1, 30, 40, 62, 64, 72, 87, 147, 219, 220, 248, 277, 302, 409, 512, 527, 538]",4.1829,GA with SVR,17,0.2494,0.3585,0.2697,1.4865,1.1985,0.5352
"[2, 32, 48, 112, 167, 221, 285, 305, 427, 428, 496, 513, 541, 571, 677, 681]",4.1973,GA with SVR,16,0.0719,0.072,0.0752,1.6728,1.4154,0.4225
"[43, 312, 454, 458, 481, 524, 533, 542, 549, 564]",2.7797,GA with SVR,10,0.2841,0.1255,0.2008,1.5551,1.2694,0.4648
"[35, 118, 119, 148, 261, 269, 322, 379, 401, 459, 464, 515, 533, 826, 867]",3.6987,GA with SVR,15,0.361,0.3205,0.3533,1.3988,1.0461,0.5915
"[64, 79, 139, 142, 181, 198, 208, 249, 255, 276, 351, 384, 500, 503]",3.49,GA with SVR,14,0.3303,0.3716,0.3952,1.3528,1.0793,0.507
"[40, 86, 160, 189, 212, 277, 280, 412, 442, 508, 518, 547, 870]",3.5357,GA with SVR,13,0.1137,0.0771,0.0741,1.6738,1.3535,0.4789
"[45, 82, 102, 132, 171, 195, 295, 298, 333, 341, 417, 465, 466, 475, 496, 523, 703, 852]",4.3317,GA with SVR,18,0.3093,0.4029,0.3463,1.4064,1.0852,0.5493
"[43, 91, 201, 276, 328, 358, 418, 821]",2.2199,GA with SVR,8,0.3316,0.4162,0.418,1.3271,1.0596,0.5915
"[47, 60, 76, 99, 129, 181, 302, 416, 477, 491, 511, 532]",3.107,GA with SVR,12,0.2864,0.3614,0.2844,1.4714,1.1964,0.493
"[295, 324, 486, 500, 553]",1.6751,GA with SVR,5,0.1285,0.1505,0.0815,1.6671,1.2717,0.5493
"[30, 73, 119, 170, 185, 197, 233, 291, 359, 367, 405, 426, 477, 489, 551]",4.0886,GA with SVR,15,-0.0257,-0.0603,-0.0367,1.7711,1.4656,0.3944
"[5, 52, 160, 194, 270, 279, 295, 307, 400, 402, 429, 440, 454, 546, 821]",3.7797,GA with SVR,15,0.2625,0.2928,0.2683,1.4879,1.2162,0.4789
"[38, 146, 199, 204, 207, 214, 234, 288, 337, 450, 471, 490, 529, 547, 866, 907]",3.8746,GA with SVR,16,0.3719,0.381,0.3387,1.4145,1.1233,0.4648
"[3, 39, 57, 137, 210, 235, 236, 267, 324, 334, 375, 412, 439, 462]",3.865,GA with SVR,14,0.0237,-0.1119,0.0029,1.7369,1.3906,0.4225
"[157, 212, 272, 348, 366, 379, 403, 419, 421, 428, 868]",3.0791,GA with SVR,11,0.163,0.0916,0.1023,1.6481,1.4042,0.4085
"[64, 79, 89, 130, 139, 142, 181, 198, 208, 255, 276, 287, 345, 351, 384, 460, 500, 503, 526]",4.5425,GA with SVR,19,0.327,0.3729,0.3924,1.3558,1.0827,0.507
"[43, 58, 248, 302, 312, 315, 389, 454, 458, 467, 481, 516, 524, 533, 542, 549, 564]",4.1587,GA with SVR,17,0.3307,0.2781,0.3304,1.4233,1.1505,0.507
"[64, 139, 142, 181, 198, 208, 249, 255, 276, 315, 351, 384, 454, 458, 481, 524, 533, 542, 549, 564]",4.7543,GA with SVR,20,0.3261,0.3728,0.3916,1.3568,1.0837,0.5211
"[64, 79, 139, 142, 161, 181, 198, 201, 208, 220, 255, 276, 351, 384, 454, 458, 470, 481, 524, 528, 533, 542, 549, 564, 940]",5.8061,GA with SVR,25,0.333,0.382,0.397,1.3508,1.0813,0.5352
"[107, 166, 170, 215, 296, 369, 380, 454, 461, 466, 511, 512, 522, 562]",3.5463,GA with SVR,14,0.2699,0.3385,0.2617,1.4946,1.2189,0.4507
"[143, 164, 182, 195, 200, 201, 202, 242, 248, 318, 328, 357, 371, 385, 389, 417, 427, 471, 564]",4.6873,GA with SVR,19,0.2664,0.1291,0.2102,1.5459,1.231,0.507
"[118, 126, 143, 162, 184, 249, 300, 347, 394, 440, 517, 534, 939]",3.5619,GA with SVR,13,0.1008,0.0242,-0.011,1.749,1.289,0.5775
"[66, 136, 151, 177, 253, 333, 411, 486, 678, 939]",3.027,GA with SVR,10,0.0006,-0.0944,-0.0758,1.8041,1.3844,0.493
"[15, 63, 106, 161, 175, 188, 238, 400, 494, 514, 522, 534, 544, 700]",3.6337,GA with SVR,14,0.2,0.2357,0.2076,1.5484,1.2517,0.4507
"[76, 110, 168, 195, 206, 211, 223, 251, 269, 313, 314, 333, 375, 462, 508, 547]",4.1598,GA with SVR,16,0.1168,0.099,0.1426,1.6106,1.2964,0.4085
"[5, 36, 52, 54, 201, 205, 299, 378, 387, 415, 509, 550, 631, 852]",3.4845,GA with SVR,14,0.3764,0.3044,0.2498,1.5066,1.1173,0.5352
"[48, 51, 65, 189, 218, 235, 256, 278, 307, 400, 406, 431, 473, 507, 526]",3.8728,GA with SVR,15,0.2202,0.1249,0.1048,1.6458,1.2391,0.5211
"[16, 48, 124, 239, 290, 368, 483, 510, 558, 567, 648]",3.0618,GA with SVR,11,0.1296,0.2005,0.1431,1.6102,1.3092,0.4366
"[61, 77, 122, 161, 166, 192, 209, 222, 340, 377, 439, 483, 533, 564]",3.4942,GA with SVR,14,0.3477,0.331,0.3023,1.4529,1.1965,0.4648
"[16, 38, 60, 75, 143, 149, 155, 201, 290, 315, 338, 379, 386, 459, 467, 499, 519, 542, 556]",4.6827,GA with SVR,19,0.2139,0.2289,0.2121,1.544,1.1958,0.507
"[45, 135, 148, 171, 206, 214, 227, 299, 312, 364, 387, 422, 479, 569]",3.6641,GA with SVR,14,0.192,0.1686,0.153,1.6009,1.2632,0.4648
"[81, 85, 164, 354, 375, 484, 486, 567, 690, 937, 939]",2.9671,GA with SVR,11,0.2047,0.3273,0.2463,1.5101,1.2401,0.4366
"[36, 60, 82, 109, 136, 138, 213, 246, 249, 292, 326, 354, 357, 377, 393, 394, 437, 485, 506, 538]",4.9878,GA with SVR,20,0.129,0.136,0.1668,1.5878,1.2931,0.4507
"[47, 49, 207, 217, 280, 293, 361, 410, 447, 515, 542]",2.9345,GA with SVR,11,0.3136,0.2187,0.2795,1.4765,1.0985,0.5493
"[1, 212, 245, 338, 368, 401, 404, 421, 456, 473, 541, 559, 826, 908, 937]",3.8299,GA with SVR,15,0.2511,0.1844,0.2094,1.5466,1.233,0.507
"[20, 70, 77, 175, 202, 244, 390, 392, 431, 466, 508, 679, 693, 868, 937]",3.7751,GA with SVR,15,0.2744,0.2836,0.2688,1.4874,1.1445,0.5352
"[194, 377, 515, 529]",1.4575,GA with SVR,4,0.2505,0.3872,0.2421,1.5144,1.2264,0.4648
"[55, 81, 134, 141, 198, 308, 441, 476, 477, 528, 548, 678, 839, 867]",3.6858,GA with SVR,14,0.1887,0.1153,0.1399,1.6132,1.2097,0.507
"[5, 51, 55, 122, 137, 146, 194, 322, 361, 385, 485, 503, 557, 699, 940]",3.7633,GA with SVR,15,0.295,0.2773,0.3221,1.4322,1.1222,0.493
"[72, 91, 183, 220, 254, 293, 406, 417, 419, 432, 447, 450, 457, 459, 702]",3.7901,GA with SVR,15,0.2671,0.2585,0.2794,1.4766,1.219,0.4789
"[56, 100, 101, 210, 218, 229, 234, 519, 550, 573]",2.817,GA with SVR,10,0.2042,0.1659,0.2109,1.5452,1.266,0.3944
"[40, 71, 103, 124, 172, 229, 241, 312, 375, 422, 514, 546, 872]",3.4777,GA with SVR,13,0.1332,0.2058,0.1522,1.6016,1.3415,0.3944
"[36, 107, 193, 202, 241, 284, 329, 337, 439, 520, 523, 563, 819]",3.366,GA with SVR,13,0.2656,0.2714,0.183,1.5722,1.2094,0.5352
"[116, 127, 385, 427, 442, 550, 676, 816, 826]",2.5431,GA with SVR,9,0.261,0.2423,0.1757,1.5792,1.2564,0.4507
"[38, 47, 78, 89, 145, 155, 209, 318, 323, 372, 386, 462, 514, 940]",3.4737,GA with SVR,14,0.3496,0.377,0.28,1.476,1.1467,0.5352
"[70, 134, 193, 242, 295, 379, 480, 484, 487, 558, 703]",2.9461,GA with SVR,11,0.238,0.3235,0.2452,1.5112,1.1817,0.5493
"[59, 61, 82, 89, 104, 112, 117, 204, 221, 251, 367, 438, 478, 507, 561, 693]",3.9962,GA with SVR,16,0.2579,0.2853,0.2447,1.5118,1.0728,0.5915
"[38, 100, 136, 153, 211, 213, 218, 230, 239, 330, 394, 403, 435, 463, 500, 515, 518, 562]",4.4373,GA with SVR,18,0.2791,0.202,0.1785,1.5766,1.245,0.4366
"[152, 206, 207, 283, 353, 365, 384, 418, 452, 521, 563, 564, 631]",3.3379,GA with SVR,13,0.2718,0.3324,0.2712,1.485,1.2233,0.4648
"[35, 57, 70, 106, 115, 218, 242, 316, 321, 392, 436, 446, 479, 494, 548, 908, 937, 938]",4.4119,GA with SVR,18,0.2366,0.3361,0.2368,1.5196,1.2099,0.507
"[15, 84, 111, 134, 168, 171, 220, 304, 307, 338, 342, 409, 433, 454, 533, 541]",4.2017,GA with SVR,16,0.0772,0.0504,0.0718,1.6759,1.3746,0.4085
"[55, 104, 135, 141, 154, 177, 181, 234, 275, 305, 331, 336, 394, 416, 456, 487, 488, 906]",4.5379,GA with SVR,18,0.1487,0.1673,0.1391,1.6139,1.3395,0.4366
"[42, 44, 128, 134, 181, 222, 251, 287, 293, 313, 329, 404, 405, 419, 420, 432, 463, 473, 508, 514, 518]",5.0322,GA with SVR,21,0.2389,0.366,0.2617,1.4946,1.2306,0.4085
"[59, 91, 99, 209, 422, 436, 542, 550, 703, 928, 940]",2.8336,GA with SVR,11,0.3454,0.4173,0.2793,1.4767,1.1873,0.5352
"[53, 113, 139, 203, 352, 449, 537, 679, 693]",2.6824,GA with SVR,9,0.1361,0.0728,0.135,1.6178,1.3284,0.493
"[138, 188, 194, 207, 342, 368, 429, 464, 465, 512, 529, 549, 649, 677, 816, 907]",4.1307,GA with SVR,16,0.127,0.1609,0.1785,1.5766,1.2747,0.4648
"[77, 98, 124, 161, 164, 170, 246, 272, 291, 298, 311, 313, 379, 394, 447, 702]",4.1068,GA with SVR,16,0.1947,0.1085,0.1718,1.583,1.3425,0.4366
"[36, 57, 63, 154, 202, 297, 329, 334, 347, 364, 421, 447, 462, 545, 555]",3.7452,GA with SVR,15,0.3157,0.2862,0.2851,1.4708,1.1833,0.5211
"[88, 161, 178, 216, 238, 254, 390, 398, 426, 427, 433, 516, 521, 560, 868, 906, 929]",4.2611,GA with SVR,17,0.2386,0.1824,0.1939,1.5617,1.2902,0.4366
"[73, 86, 106, 165, 188, 202, 233, 374, 426, 506, 548, 556, 938]",3.6249,GA with SVR,13,0.0182,-0.0165,-0.0009,1.7402,1.4341,0.4507
"[72, 90, 166, 187, 243, 251, 322, 325, 411, 456, 460, 533, 556, 566]",3.6088,GA with SVR,14,0.1902,0.3183,0.1688,1.5858,1.2737,0.4507
"[149, 162, 192, 197, 233, 464, 528, 535]",2.2803,GA with SVR,8,0.3057,0.3067,0.2549,1.5015,1.232,0.4225
"[86, 167, 289, 310, 346, 450, 481, 501, 534, 536, 821]",3.1625,GA with SVR,11,0.0483,0.052,0.0896,1.6597,1.4155,0.3944
"[48, 73, 150, 156, 159, 172, 462, 489, 507, 541, 548, 550, 569, 871]",3.862,GA with SVR,14,-0.0087,-0.0462,-0.0396,1.7735,1.4416,0.4225
"[65, 95, 110, 147, 191, 201, 221, 281, 283, 336, 348, 373, 437, 908]",3.4867,GA with SVR,14,0.3055,0.4227,0.2381,1.5183,1.1468,0.507
"[137, 194, 377, 515, 529, 549, 651]",2.1238,GA with SVR,7,0.229,0.3072,0.2957,1.4598,1.1627,0.4648
"[42, 53, 113, 116, 139, 203, 237, 272, 297, 352, 449, 537, 679, 693]",3.7016,GA with SVR,14,0.1783,0.0902,0.1645,1.5899,1.343,0.4085
"[80, 137, 178, 194, 263, 296, 377, 679, 693]",2.5579,GA with SVR,9,0.2098,0.2947,0.2485,1.5079,1.2421,0.507
"[132, 172, 194, 377, 427, 476, 491, 518, 537, 679, 693]",2.9214,GA with SVR,11,0.2845,0.3048,0.1953,1.5604,1.1694,0.5915
"[144, 189, 300, 338, 358, 361, 385, 420]",2.3896,GA with SVR,8,0.2315,0.1417,0.1583,1.5959,1.2611,0.4648
"[117, 121, 153, 156, 192, 226, 231, 312, 318, 347, 377, 434, 444, 487, 504, 547, 703, 907, 939]",4.3732,GA with SVR,19,0.4858,0.4708,0.5027,1.2267,0.9586,0.5775
"[64, 66, 85, 91, 115, 118, 305, 319, 431, 448, 463, 496, 518, 542, 870]",4.0175,GA with SVR,15,0.044,0.0286,0.0516,1.694,1.4294,0.4085
"[56, 79, 114, 115, 138, 157, 197, 208, 306, 314, 331, 346, 363, 458, 533, 539, 615]",4.2671,GA with SVR,17,0.1992,0.2344,0.2412,1.5152,1.2398,0.4789
"[49, 71, 139, 187, 208, 305, 336, 369, 412, 417, 464, 507, 509]",3.5424,GA with SVR,13,0.1108,0.0629,0.1133,1.6379,1.3693,0.4225
"[35, 56, 69, 71, 85, 125, 211, 221, 236, 307, 373, 407, 500, 508, 534, 557, 677]",4.2583,GA with SVR,17,0.1884,0.2752,0.1576,1.5965,1.3154,0.4648
"[5, 44, 87, 164, 192, 216, 241, 244, 328, 409, 410, 429, 437, 474, 491, 536, 553, 562, 680]",4.479,GA with SVR,19,0.3907,0.4077,0.3071,1.4479,1.14,0.5634
"[15, 164, 168, 235, 314, 332, 395, 531, 693, 816, 930]",2.9275,GA with SVR,11,0.2797,0.2976,0.2579,1.4985,1.1846,0.507
"[238, 240, 349, 370, 427, 495, 506, 528, 529]",2.5691,GA with SVR,9,0.2149,0.2546,0.2386,1.5178,1.194,0.4648
"[30, 56, 132, 169, 235, 242, 271, 276, 278, 349, 362, 373, 396, 474, 696, 697, 864]",4.1135,GA with SVR,17,0.3267,0.3916,0.3987,1.3488,1.0347,0.5915
"[38, 85, 161, 215, 240, 319, 320, 328, 345, 406, 424, 432, 470, 473, 551, 869]",4.2077,GA with SVR,16,0.0657,0.0534,0.0722,1.6755,1.4107,0.4085
"[70, 82, 107, 278, 358, 390, 395, 470, 574, 821]",2.7271,GA with SVR,10,0.28,0.2747,0.2876,1.4682,1.2208,0.4507
"[62, 89, 91, 132, 202, 247, 276, 285, 289, 390, 394, 430, 549, 553, 649]",3.6743,GA with SVR,15,0.3375,0.4189,0.4171,1.328,1.0657,0.6056
"[6, 46, 156, 201, 275, 351, 393, 410, 443, 444, 498, 526, 871]",3.5479,GA with SVR,13,0.0857,0.0911,0.0841,1.6647,1.4033,0.3662
"[39, 45, 54, 82, 186, 224, 247, 294, 297, 364, 394, 417, 495, 821]",3.865,GA with SVR,14,0.0237,-0.1119,0.0029,1.7369,1.3906,0.4225
"[2, 61, 62, 180, 191, 204, 251, 310, 322, 338, 520, 534, 558, 565, 697]",3.8973,GA with SVR,15,0.1585,0.1665,0.1587,1.5955,1.265,0.4225
"[88, 132, 182, 186, 207, 232, 241, 285, 290, 442, 484, 695, 696, 699, 940]",3.7947,GA with SVR,15,0.275,0.2332,0.2872,1.4685,1.1513,0.5493
"[20, 45, 64, 76, 98, 218, 254, 306, 311, 326, 355, 402, 691, 937]",3.6773,GA with SVR,14,0.1907,0.1351,0.1698,1.5849,1.3317,0.3944
"[70, 72, 107, 134, 213, 239, 260, 385, 503, 556, 649, 703]",3.2985,GA with SVR,12,0.1224,0.1377,0.1764,1.5786,1.3286,0.3803
"[277, 317, 365, 398, 488, 548, 561, 649, 821]",2.5524,GA with SVR,9,0.2302,0.2729,0.2634,1.4929,1.2285,0.4366
"[52, 86, 88, 95, 175, 369, 435, 510, 514]",2.4633,GA with SVR,9,0.3086,0.3674,0.3132,1.4416,1.1367,0.5775
"[39, 44, 82, 129, 177, 184, 232, 276, 295, 321, 382, 467, 507, 560, 816, 821]",4.29,GA with SVR,16,0.0236,-0.1121,0.0027,1.7371,1.3906,0.4225
"[52, 81, 91, 144, 202, 223, 240, 280, 282, 332, 406, 517, 540, 869]",3.6807,GA with SVR,14,0.1717,0.1591,0.1613,1.593,1.205,0.507
"[1, 54, 90, 109, 153, 159, 184, 199, 226, 409, 427, 428, 494, 555, 559, 872]",4.0725,GA with SVR,16,0.1974,0.1943,0.1814,1.5738,1.3046,0.4225
"[4, 5, 50, 70, 76, 88, 159, 208, 209, 369, 392, 393, 463, 513, 550, 698, 703, 880, 929]",4.4786,GA with SVR,19,0.3763,0.4326,0.2996,1.4557,1.1443,0.5493
"[86, 140, 221, 280, 387, 406, 506]",2.261,GA with SVR,7,0.136,0.0806,0.1152,1.6362,1.3612,0.4507
"[221, 222, 285, 294, 408, 451, 503, 515, 519, 562, 698, 865]",3.0686,GA with SVR,12,0.3557,0.3344,0.4464,1.2942,0.9701,0.5634
"[283, 324, 365, 381, 387, 392, 430, 443, 463, 816]",2.6806,GA with SVR,10,0.285,0.3868,0.2703,1.4859,1.1687,0.5211
"[89, 115, 146, 178, 218, 255, 284, 325, 383, 444, 456, 681, 819, 907]",3.6025,GA with SVR,14,0.2015,0.3148,0.1893,1.5661,1.2588,0.4507
"[44, 76, 128, 309, 331, 370, 384, 434, 474, 494, 516, 865, 906]",3.3637,GA with SVR,13,0.2809,0.2505,0.3168,1.4377,1.1379,0.5211
"[121, 154, 170, 181, 235, 367, 419, 463, 514, 516, 550, 839]",3.2362,GA with SVR,12,0.1728,0.2226,0.1976,1.5582,1.2457,0.4507
"[174, 198, 211, 312, 325, 362, 368, 398, 458, 510, 519, 551]",3.1902,GA with SVR,12,0.1884,0.3192,0.1677,1.5869,1.2763,0.4507
"[62, 64, 102, 139, 205, 234, 260, 287, 304, 345, 365, 368, 408, 414, 453, 469, 483, 488, 528, 565]",4.976,GA with SVR,20,0.1737,0.092,0.1941,1.5615,1.332,0.4085
"[66, 124, 129, 135, 160, 182, 188, 230, 293, 301, 325, 368, 399, 456, 477, 489, 545]",4.2399,GA with SVR,17,0.1905,0.3181,0.1696,1.5851,1.2733,0.4507
"[17, 65, 71, 86, 100, 112, 190, 228, 295, 328, 369, 370, 417, 435, 476, 518, 537, 930]",4.4682,GA with SVR,18,0.2428,0.1867,0.2234,1.5329,1.2252,0.507
"[73, 146, 276, 308, 374, 380, 389, 431, 495, 553, 562, 573, 696]",3.2882,GA with SVR,13,0.3038,0.4002,0.3624,1.389,1.1209,0.5211
"[81, 205, 289, 294, 316, 373, 385, 488, 571, 852, 939]",2.9204,GA with SVR,11,0.275,0.3247,0.1727,1.5821,1.2094,0.4648
"[32, 134, 208, 275, 316, 320, 415, 435, 444, 447, 516, 523, 561, 568, 679, 697, 868, 928]",4.6002,GA with SVR,18,0.1003,0.0832,0.1151,1.6363,1.3742,0.4366
"[49, 77, 116, 206, 234, 243, 322, 327, 352, 363, 381, 395, 399, 408, 422, 453, 460, 481, 574, 871]",4.9399,GA with SVR,20,0.1791,0.1747,0.1162,1.6353,1.266,0.4789
"[141, 189, 330, 364, 378, 390, 408, 419, 440, 449, 466, 555, 680, 703, 869, 937, 939]",4.1704,GA with SVR,17,0.2831,0.3312,0.2349,1.5215,1.1522,0.5775
"[231, 280, 330, 348, 466, 470, 507, 517, 528, 556]",2.7557,GA with SVR,10,0.2508,0.2508,0.2837,1.4722,1.1312,0.5211
"[68, 89, 134, 195, 235, 250, 308, 312, 357, 373, 487, 522, 872]",3.3371,GA with SVR,13,0.2717,0.3345,0.172,1.5828,1.2174,0.5211
